scenario,stage1_cost,stage1_pen,stage2_pen,objective,load_time,solve_time,filter_time,total_time,second_stage_runtime,ipopt_obj,ipopt_time,termination_status
scenario_639,44709.975732361054,0.3424381436908208,616457.0840987256,661167.4022692303,2.156651020050049,11.54137897491455,0.0,13.922868013381958,42.02664494514465,300191.4365058058,4.226078987121582,LOCALLY_SOLVED
scenario_640,44482.87953887874,0.395747839141424,571784.2538540226,616267.5291407405,2.1560821533203125,11.10236883163452,0.0,13.469858169555664,43.077584981918335,284819.85981363384,3.736250162124634,LOCALLY_SOLVED
scenario_641,44024.43013775328,0.4770587264886907,627898.2387947894,671923.1459912691,2.160768985748291,9.898404121398926,0.0,12.27001404762268,42.59148001670837,279777.2334734646,2.55535101890564,LOCALLY_SOLVED
scenario_642,42919.20496884248,0.3862407890193597,666341.2459450699,709260.8371547015,2.159661769866944,10.003796100616457,0.0,12.375191926956177,37.774458169937134,242324.9903031118,2.633673906326294,LOCALLY_SOLVED
scenario_643,44937.29451238652,0.378003755552322,562488.0947059534,607425.7672220955,2.15030288696289,10.26171612739563,0.0,12.623169898986816,41.61660599708557,307712.65036997496,2.9210808277130127,LOCALLY_SOLVED
scenario_644,44301.40656387389,0.3877531890866911,598911.4296322778,643213.2239493408,2.1571030616760254,11.046603918075562,0.0,13.429787158966064,40.15591907501221,291272.85719058925,3.70559287071228,LOCALLY_SOLVED
scenario_645,46298.54686445862,0.384735828290991,655950.1054239505,702249.0370242373,2.1533710956573486,11.701227903366089,0.0,14.082597970962524,39.40996813774109,370936.2787763749,4.344027042388916,LOCALLY_SOLVED
scenario_646,44121.79276294539,0.3769413510694975,556935.2277891788,601057.3974934753,2.142220020294189,10.93473982810974,0.0,13.287851810455322,39.99335503578186,266090.3322537807,3.6413280963897705,LOCALLY_SOLVED
scenario_647,45167.64094846309,0.3693016903471779,578731.6684207858,623899.6786709393,2.1546130180358887,10.55135703086853,0.0,12.9164879322052,43.09829592704773,319305.9130269419,3.255591869354248,LOCALLY_SOLVED
scenario_648,46193.72410468508,0.4044590020495803,626805.730549582,672999.8591132691,2.1433780193328857,11.355026006698608,0.0,13.709460020065308,42.93623995780945,366263.1988860782,4.050915956497192,LOCALLY_SOLVED
scenario_649,43822.38569093843,0.3264560295347403,622005.8160185976,665828.5281655656,2.1555020809173584,10.844357967376707,0.0,13.224703073501589,41.28122901916504,276137.4915877744,3.5018019676208496,LOCALLY_SOLVED
scenario_650,40584.52691355023,0.7393265346523988,1950209.024889645,1990794.2911297297,2.15834903717041,9.444226026535034,0.0,11.812803983688354,55.08640384674072,71791.68013675918,2.090862989425659,LOCALLY_SOLVED
